INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,SAT_AVG,SAT_AVG_ALL
CUNY Bernard M Baruch College,New York,NY,10010,40.740238,-73.983417,1270,1270
CUNY Brooklyn College,Brooklyn,NY,11210,40.631517,-73.949898,1130,1130
CUNY City College,New York,NY,10031,40.819846,-73.948542,1140,1140
CUNY Hunter College,New York,NY,10065,40.768669,-73.964795,1205,1205
CUNY John Jay College of Criminal Justice,New York,NY,10019,40.770351,-73.98841,1055,1055
CUNY Lehman College,Bronx,NY,10468,40.872962,-73.895379,1035,1035
CUNY Queens College,Queens,NY,11367,40.735182,-73.816098,1140,1140
CUNY York College,Jamaica,NY,11451,40.701576,-73.796313,960,960
D'Youville College,Buffalo,NY,14201-1084,42.902636,-78.890868,938,938
Dominican College of Blauvelt,Orangeburg,NY,10962-1210,41.047419,-73.950555,986,986
Fordham University,Bronx,NY,10458,40.859354,-73.882705,1337,1337
Hamilton College,Clinton,NY,13323,43.050245,-75.408195,1452,1452
Hartwick College,Oneonta,NY,13820-4020,42.457599,-75.071994,1047,1047
Hobart William Smith Colleges,Geneva,NY,14456,42.858131,-76.985516,1270,1270
Hofstra University,Hempstead,NY,11549,40.715959,-73.60078,1237,1237
Houghton College,Houghton,NY,14744,42.426137,-78.155426,1205,1205
Iona College,New Rochelle,NY,10801-1890,40.925725,-73.788046,1090,1090
Jewish Theological Seminary of America,New York,NY,10027-4649,40.811892,-73.960582,1396,1396
Keuka College,Keuka Park,NY,14478,42.615253,-77.090562,1066,1066
LIM College,New York,NY,10022-5268,40.759865,-73.975054,1032,1032
Le Moyne College,Syracuse,NY,13214-1301,43.049192,-76.090435,1171,1171
LIU Brooklyn,Brooklyn,NY,11201-8423,40.690677,-73.981129,1124,1141
Long Island University,Brookville,NY,11548-1327,40.820714,-73.593678,1154,1141
LIU Brentwood,Brentwood,NY,11717,40.799667,-73.269771,NULL,1141
Manhattan College,Riverdale,NY,10471-4098,40.889756,-73.901893,1169,1169
Marymount Manhattan College,New York,NY,10021-4597,40.768787,-73.959767,1149,1149
Medaille College,Buffalo,NY,14214-2695,42.92856,-78.855941,978,978
Molloy College,Rockville Centre,NY,11571-5002,40.685941,-73.626183,1148,1148
Mount Saint Mary College,Newburgh,NY,12550,41.513872,-74.012655,1081,1081
College of Mount Saint Vincent,Bronx,NY,10471-1093,40.913657,-73.908887,981,981
The College of New Rochelle,New Rochelle,NY,10805-2339,40.899427,-73.781104,982,982
The New School,New York,NY,10011-8871,40.735508,-73.997114,1223,1223
New York University,New York,NY,10012-1091,40.729452,-73.997264,1408,1408
Niagara University,Niagara University,NY,14109,43.137279,-79.036689,1121,1121
New York Institute of Technology,Old Westbury,NY,11568-8000,40.812447,-73.6078,1139,1139
New York School of Interior Design,New York,NY,10021,40.768615,-73.962404,1058,1058
Nyack College,Nyack,NY,10960-3698,41.081957,-73.927863,995,995
Pace University,New York,NY,10038-1598,40.711014,-74.004719,1144,1144
Pratt Institute-Main,Brooklyn,NY,11205,40.691297,-73.96431,1201,1201
Rensselaer Polytechnic Institute,Troy,NY,12180-3590,42.729978,-73.676646,1405,1405
Roberts Wesleyan College,Rochester,NY,14624,43.125755,-77.798498,1144,1144
Rochester Institute of Technology,Rochester,NY,14623-5603,43.084188,-77.67386,1315,1315
University of Rochester,Rochester,NY,14627-0011,43.126397,-77.631202,1410,1410
St Bonaventure University,Saint Bonaventure,NY,14778-9800,42.080191,-78.481107,1140,1140
St Francis College,Brooklyn Heights,NY,11201-4305,40.693228,-73.992164,1043,1043
St Lawrence University,Canton,NY,13617,44.589879,-75.161343,1301,1301
St. Thomas Aquinas College,Sparkill,NY,10976-1050,41.041576,-73.936799,1002,1002
Sarah Lawrence College,Bronxville,NY,10708,40.9355,-73.843727,1342,1342
Skidmore College,Saratoga Springs,NY,12866,43.097035,-73.785335,1330,1330
St. Joseph's College-New York,Brooklyn,NY,11205-3688,40.690418,-73.967664,974,1078
St. Joseph's College-Long Island,Patchogue,NY,11772,40.775933,-73.024661,1121,1078
Saint John Fisher College,Rochester,NY,14618-3597,43.116259,-77.513056,1158,1158
St John's University-New York,Queens,NY,11439,40.722523,-73.796104,1171,1171
SUNY College of Technology at Alfred,Alfred,NY,14802,42.255262,-77.794632,1049,1049
SUNY College of Technology at Canton,Canton,NY,13617-1098,44.604096,-75.182906,986,986
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,12043,42.672534,-74.498258,975,975
Farmingdale State College,Farmingdale,NY,11735-1021,40.754224,-73.42832,1061,1061
SUNY Morrisville,Morrisville,NY,13408,42.893962,-75.640583,1013,1013
SUNY at Albany,Albany,NY,12222,42.685489,-73.824662,1173,1173
Binghamton University,Vestal,NY,13850-6000,42.087868,-75.966889,1365,1365
University at Buffalo,Buffalo,NY,14260-1660,43.000942,-78.789458,1197,1197
Stony Brook University,Stony Brook,NY,11794,40.91476,-73.12046,1322,1322
SUNY College of Environmental Science and Forestry,Syracuse,NY,13210,43.034765,-76.138724,1235,1235
SUNY Polytechnic Institute,Utica,NY,13502,43.137701,-75.229841,1150,1150
SUNY College at Brockport,Brockport,NY,14420-2919,43.211926,-77.947188,1099,1099
SUNY Buffalo State,Buffalo,NY,14222,42.933832,-78.882125,975,975
SUNY Cortland,Cortland,NY,13045-0900,42.598022,-76.188655,1137,1137
SUNY at Fredonia,Fredonia,NY,14063-1136,42.452236,-79.337375,1103,1103
SUNY College at Geneseo,Geneseo,NY,14454-1465,42.796645,-77.821894,1229,1229
State University of New York at New Paltz,New Paltz,NY,12561-2443,41.740936,-74.082188,1191,1191
SUNY Oneonta,Oneonta,NY,13820-4015,42.468861,-75.063632,1124,1124
SUNY College at Oswego,Oswego,NY,13126,43.454287,-76.540798,1162,1162
SUNY at Purchase College,Purchase,NY,10577-1400,41.047223,-73.701955,1119,1119
SUNY College at Old Westbury,Old Westbury,NY,11568-0210,40.799021,-73.571907,1028,1028
SUNY College at Plattsburgh,Plattsburgh,NY,12901-2681,44.69293,-73.466536,1126,1126
SUNY Maritime College,Throggs Neck,NY,10465-4198,40.807217,-73.795309,1179,1179
Syracuse University,Syracuse,NY,13244,43.040176,-76.136975,1277,1277
United States Merchant Marine Academy,Kings Point,NY,11024-1634,40.81357,-73.763004,1269,1269
United States Military Academy,West  Point,NY,10996-1905,41.390479,-73.956603,1262,1262
Vassar College,Poughkeepsie,NY,12604,41.686895,-73.895088,1429,1429
School of Visual Arts,New York,NY,10010,40.738809,-73.982359,1139,1139
Webb Institute,Glen Cove,NY,11542-1398,40.884444,-73.644909,1483,1483
Yeshiva University,New York,NY,10033-3299,40.850605,-73.929873,1272,1272
Appalachian State University,Boone,NC,28608,36.215536,-81.680583,1198,1198
Barton College,Wilson,NC,27893-7000,35.734376,-77.913867,1045,1045
Belmont Abbey College,Belmont,NC,28012-1802,35.260651,-81.041315,1065,1065
Bennett College,Greensboro,NC,27401-3239,36.067531,-79.77998,851,851
Cabarrus College of Health Sciences,Concord,NC,28025-3959,35.440038,-80.600824,1038,1038
Campbell University,Buies Creek,NC,27506,35.409149,-78.738238,1113,1113
Catawba College,Salisbury,NC,28144,35.691443,-80.482751,1030,1030
Chowan University,Murfreesboro,NC,27855,36.436258,-77.099141,859,859
Davidson College,Davidson,NC,28035,35.499767,-80.843979,1423,1423
Duke University,Durham,NC,27708,36.001135,-78.937624,1488,1488
East Carolina University,Greenville,NC,27858-4353,35.607186,-77.368291,1105,1105
Elizabeth City State University,Elizabeth City,NC,27909,36.277978,-76.214041,936,936
Elon University,Elon,NC,27244-2010,36.104148,-79.50344,1262,1262
Fayetteville State University,Fayetteville,NC,28301-4298,35.073641,-78.891696,955,955
Gardner-Webb University,Boiling Springs,NC,28017-0997,35.24732,-81.668141,1102,1102
Greensboro College,Greensboro,NC,27401-1875,36.071082,-79.800232,1023,1023
High Point University,High Point,NC,27268,35.972035,-79.994675,1161,1161
John Wesley University,High Point,NC,27265-3115,35.994259,-79.998419,1025,1025
Johnson C Smith University,Charlotte,NC,28216-5398,35.243033,-80.857251,868,868
Lenoir-Rhyne University,Hickory,NC,28601,35.739968,-81.327598,1070,1070
Livingstone College,Salisbury,NC,28144,35.670877,-80.483956,822,822
Louisburg College,Louisburg,NC,27549-2399,36.105035,-78.29898,825,825
Mars Hill University,Mars Hill,NC,28754,35.82752,-82.551827,1010,1010
Meredith College,Raleigh,NC,27607-5298,35.799351,-78.689995,1111,1111
Methodist University,Fayetteville,NC,28311-1420,35.135058,-78.874426,1050,1050
Montreat College,Montreat,NC,28757-1267,35.646577,-82.2976,1040,1040
University of Mount Olive,Mount Olive,NC,28365-0919,35.208166,-78.069388,988,988
North Carolina A & T State University,Greensboro,NC,27411,36.07282,-79.773375,1010,1010
University of North Carolina at Asheville,Asheville,NC,28804-8510,35.617068,-82.565392,1191,1191
University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,35.911769,-79.050969,1393,1393
University of North Carolina at Charlotte,Charlotte,NC,28223-0001,35.306022,-80.730919,1187,1187
University of North Carolina at Greensboro,Greensboro,NC,27402-6170,36.068236,-79.809414,1114,1114
North Carolina Central University,Durham,NC,27707,35.974237,-78.898602,967,967
University of North Carolina School of the Arts,Winston-Salem,NC,27127-2738,36.076183,-80.235672,1198,1198
North Carolina State University at Raleigh,Raleigh,NC,27695-7001,35.785111,-78.674517,1331,1331
North Carolina Wesleyan College,Rocky Mount,NC,27804,36.019665,-77.773982,967,967
University of North Carolina Wilmington,Wilmington,NC,28403-5963,34.225223,-77.875527,1225,1225
William Peace University,Raleigh,NC,27604-1194,35.789139,-78.637697,1033,1033
University of North Carolina at Pembroke,Pembroke,NC,28372-1510,34.688313,-79.200347,999,999
Pfeiffer University,Misenheimer,NC,28109-0960,35.484696,-80.283168,997,997
Queens University of Charlotte,Charlotte,NC,28274-0001,35.189051,-80.833509,1132,1132
Mid-Atlantic Christian University,Elizabeth City,NC,27909-4054,36.304673,-76.217139,980,980
Saint Augustine's University,Raleigh,NC,27610-2298,35.785468,-78.621301,834,834
Salem College,Winston-Salem,NC,27101,36.086271,-80.241297,1211,1211
St. Andrews University,Laurinburg,NC,28352,34.74563,-79.478567,1005,996
Warren Wilson College,Swannanoa,NC,28778-2099,35.610328,-82.442619,1275,1275
Wingate University,Wingate,NC,28174-0159,34.986064,-80.44305,1045,1045
Winston-Salem State University,Winston-Salem,NC,27110-0001,36.089554,-80.225033,943,943
Western Carolina University,Cullowhee,NC,28723-9646,35.308979,-83.186258,1095,1095
Dickinson State University,Dickinson,ND,58601-4896,46.882917,-102.799679,1042,1042
University of Jamestown,Jamestown,ND,58405,46.914302,-98.698416,1075,1075
University of Mary,Bismarck,ND,58504,46.723767,-100.75274,1160,1160
Mayville State University,Mayville,ND,58257-1299,47.505415,-97.322554,1045,1045
Minot State University,Minot,ND,58707,48.246961,-101.29861,1090,1090
University of North Dakota,Grand Forks,ND,58202-8193,47.921654,-97.071738,1165,1165
North Dakota State University-Main Campus,Fargo,ND,58108-6050,46.893127,-96.800838,1166,1166
Trinity Bible College and Graduate School,Ellendale,ND,58436-7105,46.001037,-98.517906,1070,1070
Valley City State University,Valley City,ND,58072,46.918517,-98.00389,1045,1045
University of Akron Main Campus,Akron,OH,44325-4702,41.078551,-81.511679,1125,1125
University of Akron Wayne College,Orrville,OH,44667,40.861519,-81.789979,NULL,1125
Art Academy of Cincinnati,Cincinnati,OH,45202-1706,39.108805,-84.513913,990,990
Ashland University,Ashland,OH,44805,40.861755,-82.321061,1121,1121
Aultman College of Nursing and Health Sciences,Canton,OH,44710-1797,40.796186,-81.404053,1085,1085
Bluffton University,Bluffton,OH,45817-2104,40.895606,-83.899439,1057,1057
Bowling Green State University-Firelands,Huron,OH,44839-9791,41.397521,-82.594156,NULL,1088
Bowling Green State University-Main Campus,Bowling Green,OH,43403,41.375513,-83.640896,1088,1088
Capital University,Columbus,OH,43209-2394,39.954875,-82.937867,1195,1195
Case Western Reserve University,Cleveland,OH,44106,41.507419,-81.609596,1441,1441
Cedarville University,Cedarville,OH,45314-0601,39.749237,-83.814692,1246,1246
Central State University,Wilberforce,OH,45384-1004,39.715787,-83.880186,868,868
The Christ College of Nursing and Health Sciences,Cincinnati,OH,45219-2989,39.121821,-84.509564,1105,1105
Cincinnati Christian University,Cincinnati,OH,45204-3200,39.114169,-84.55408,960,960
University of Cincinnati-Main Campus,Cincinnati,OH,45221-0063,39.131159,-84.51428,1230,1230
University of Cincinnati-Clermont College,Batavia,OH,45103,39.080645,-84.19437,NULL,1230
University of Cincinnati-Blue Ash College,Blue Ash,OH,45236-1096,39.234333,-84.399956,NULL,1230
Cleveland Institute of Art,Cleveland,OH,44106-1710,41.510435,-81.602416,1144,1144
Cleveland State University,Cleveland,OH,44115-2214,41.502281,-81.674355,1104,1104
University of Dayton,Dayton,OH,45469,39.739547,-84.176113,1254,1254
Defiance College,Defiance,OH,43512,41.296842,-84.357075,1003,1003
Denison University,Granville,OH,43023,40.071505,-82.523272,1335,1335
The University of Findlay,Findlay,OH,45840-3653,41.053344,-83.652313,1171,1171
Good Samaritan College of Nursing and Health Science,Cincinnati,OH,45220-2489,39.140348,-84.521196,1065,1065
Heidelberg University,Tiffin,OH,44883-2462,41.114833,-83.168387,1088,1088
Hiram College,Hiram,OH,44234-0067,41.3107,-81.143981,1066,1066
John Carroll University,University Heights,OH,44118-4581,41.491321,-81.531338,1161,1161
Kent State University at Ashtabula,Ashtabula,OH,44004,41.888296,-80.830377,NULL,1142
Kent State University at East Liverpool,East Liverpool,OH,43920,40.616966,-80.576702,NULL,1142
Kent State University at Stark,Canton,OH,44720-7599,40.868568,-81.43731,NULL,1142
Kent State University at Trumbull,Warren,OH,44483,41.278748,-80.836233,NULL,1142
Kent State University at Tuscarawas,New Philadelphia,OH,44663-9403,40.467736,-81.407707,NULL,1142
Kent State University at Salem,Salem,OH,44460,40.86408,-80.835458,NULL,1142
Kent State University at Kent,Kent,OH,44242-0001,41.146653,-81.342533,1142,1142
Kent State University at Geauga,Burton,OH,44021,41.483727,-81.143085,NULL,1142
Kenyon College,Gambier,OH,43022,40.374408,-82.397977,1403,1403
Kettering College,Kettering,OH,45429-1299,39.695052,-84.192006,1138,1138
Lake Erie College,Painesville,OH,44077-3389,41.717841,-81.251817,1036,1036
Lourdes University,Sylvania,OH,43560-2898,41.710009,-83.706108,1059,1059
Malone University,Canton,OH,44709-3308,40.825662,-81.376863,1082,1082
Marietta College,Marietta,OH,45750,39.41668,-81.450045,1117,1117
Miami University-Hamilton,Hamilton,OH,45011,39.377448,-84.563385,NULL,1332
Miami University-Middletown,Middletown,OH,45042,39.523776,-84.35724,NULL,1332
Miami University-Oxford,Oxford,OH,45056,39.507757,-84.732954,1332,1332
Mount Carmel College of Nursing,Columbus,OH,43222-1504,39.956625,-83.021501,1065,1065
University of Mount Union,Alliance,OH,44601-3993,40.905256,-81.111029,1121,1121
Mount Vernon Nazarene University,Mount Vernon,OH,43050-9500,40.372901,-82.471074,1102,1102
Mount Saint Joseph University,Cincinnati,OH,45233-1670,39.095893,-84.639453,1097,1097
Muskingum University,New Concord,OH,43762,39.996426,-81.73703,1077,1077
Notre Dame College,Cleveland,OH,44121-4293,41.506894,-81.516617,994,994
Oberlin College,Oberlin,OH,44074,41.291992,-82.216795,1388,1388
Ohio Dominican University,Columbus,OH,43219,39.992764,-82.940689,1086,1086
Ohio Northern University,Ada,OH,45810-1599,40.7662,-83.827441,1215,1215
Ohio State University Agricultural Technical Institute,Wooster,OH,44691-4000,40.775194,-81.922936,NULL,1359
Ohio State University-Lima Campus,Lima,OH,45804,40.738521,-84.02384,NULL,1359
Ohio State University-Mansfield Campus,Mansfield,OH,44906,40.796536,-82.580194,NULL,1359
Ohio State University-Marion Campus,Marion,OH,43302-5695,40.577779,-83.090597,NULL,1359
Ohio State University-Newark Campus,Newark,OH,43055,40.069314,-82.447441,NULL,1359
Ohio State University-Main Campus,Columbus,OH,43210,39.999324,-83.014853,1359,1359
Ohio University-Eastern Campus,Saint Clairsville,OH,43950,40.073392,-80.976073,NULL,1183
Ohio University-Chillicothe Campus,Chillicothe,OH,45601-0629,39.329404,-83.002175,NULL,1183
Ohio University-Southern Campus,Ironton,OH,45638,38.524781,-82.666876,NULL,1183
Ohio University-Lancaster Campus,Lancaster,OH,43130-1037,39.738752,-82.586069,NULL,1183
Ohio University-Main Campus,Athens,OH,45701-2979,39.326798,-82.100985,1183,1183
Ohio University-Zanesville Campus,Zanesville,OH,43701,39.96098,-82.031063,NULL,1183
Otterbein University,Westerville,OH,43081,40.125327,-82.936444,1179,1179
Shawnee State University,Portsmouth,OH,45662,38.730867,-82.993769,1068,1068
Franciscan University of Steubenville,Steubenville,OH,43952-1763,40.376919,-80.620524,1209,1209
University of Toledo,Toledo,OH,43606-3390,41.660572,-83.614714,1142,1142
Urbana University,Urbana,OH,43078-2091,40.102594,-83.760301,1025,1025
Ursuline College,Pepper Pike,OH,44124,41.497035,-81.465118,1068,1068
Walsh University,North Canton,OH,44720-3396,40.873908,-81.369931,1140,1140
Wilberforce University,Wilberforce,OH,45384-1001,39.707291,-83.880595,872,872
Wilmington College,Wilmington,OH,45177,39.444744,-83.818342,1086,1086
The College of Wooster,Wooster,OH,44691,40.81046,-81.934674,1280,1280
Wright State University-Main Campus,Dayton,OH,45435-0001,39.780634,-84.064881,1107,1101
Wright State University-Lake Campus,Celina,OH,45822-2952,40.546074,-84.509194,1041,1101
Xavier University,Cincinnati,OH,45207-1092,39.149547,-84.47465,1195,1195
Youngstown State University,Youngstown,OH,44555-0001,41.104928,-80.64659,1104,1104
Bacone College,Muskogee,OK,74403-1597,35.777082,-95.334046,890,890
Oklahoma Wesleyan University,Bartlesville,OK,74006-6299,36.717453,-95.95671,1048,1048
University of Central Oklahoma,Edmond,OK,73034,35.6552,-97.471508,1085,1085
East Central University,Ada,OK,74820-6999,34.771934,-96.663849,1045,1045
Randall University,Moore,OK,73160,35.300757,-97.491107,1010,1010
Northeastern State University,Tahlequah,OK,74464-2399,35.919939,-94.967229,1083,1083
Northwestern Oklahoma State University,Alva,OK,73717-2799,36.796658,-98.667673,1025,1025
Oklahoma Christian University,Edmond,OK,73013,35.611412,-97.469526,1146,1146
University of Oklahoma-Health Sciences Center,Oklahoma City,OK,73117-1221,35.47928,-97.496289,NULL,1254
Oklahoma State University-Main Campus,Stillwater,OK,74078-1015,36.123085,-97.069743,1206,1206
Oklahoma Baptist University,Shawnee,OK,74804,35.360492,-96.932459,1126,1126
Oklahoma City University,Oklahoma City,OK,73106-1402,35.495271,-97.541242,1219,1219
University of Oklahoma-Norman Campus,Norman,OK,73019-3072,35.209407,-97.444211,1254,1254
Oral Roberts University,Tulsa,OK,74171,36.049129,-95.952547,1133,1133
University of Science and Arts of Oklahoma,Chickasha,OK,73018-5322,35.031392,-97.95641,1063,1063
Southeastern Oklahoma State University,Durant,OK,74701-3347,34.006808,-96.376864,1045,1045
Southwestern Christian University,Bethany,OK,73008,35.513314,-97.63934,957,957
Southwestern Oklahoma State University,Weatherford,OK,73096-3001,35.535281,-98.707768,1065,1065
University of Tulsa,Tulsa,OK,74104-3189,36.152324,-95.945941,1335,1335
Concordia University-Portland,Portland,OR,97211-6099,45.570197,-122.636941,1048,1048
Eastern Oregon University,La Grande,OR,97850,45.319795,-118.092495,1043,1043
George Fox University,Newberg,OR,97132,45.303629,-122.967494,1167,1167
Lewis & Clark College,Portland,OR,97219-7899,45.450882,-122.669137,1330,1330
Linfield College-McMinnville Campus,McMinnville,OR,97128-6894,45.201173,-123.199642,1126,1126
Northwest Christian University,Eugene,OR,97401-3745,44.047483,-123.079754,1028,1028
Oregon Institute of Technology,Klamath Falls,OR,97601-8801,42.257152,-121.785177,1141,1141
Oregon State University,Corvallis,OR,97331,44.56395,-123.274723,1197,1196
University of Oregon,Eugene,OR,97403,44.045146,-123.075792,1193,1193
Pacific University,Forest Grove,OR,97116,45.521394,-123.108777,1180,1180
Portland State University,Portland,OR,97201,45.511601,-122.686289,1105,1105
University of Portland,Portland,OR,97203-5798,45.572724,-122.726691,1239,1239
Reed College,Portland,OR,97202-8199,45.480959,-122.630348,1427,1427
Southern Oregon University,Ashland,OR,97520,42.185077,-122.695081,1049,1049
Corban University,Salem,OR,97317-9392,44.882399,-122.961129,1145,1145
Bryn Athyn College of the New Church,Bryn Athyn,PA,19009-0711,40.134393,-75.060808,1045,1045
Allegheny College,Meadville,PA,16335-3902,41.64869,-80.147168,1238,1238
DeSales University,Center Valley,PA,18034-9568,40.539091,-75.375608,1137,1137
Alvernia University,Reading,PA,19607-1799,40.310028,-75.936754,1052,1052
Arcadia University,Glenside,PA,19038-3295,40.092606,-75.163876,1160,1160
Bloomsburg University of Pennsylvania,Bloomsburg,PA,17815,41.00782,-76.447844,1063,1063
Bryn Mawr College,Bryn Mawr,PA,19010,40.02736,-75.313223,1415,1415
Bucknell University,Lewisburg,PA,17837,40.954317,-76.882616,1353,1353
Cabrini University,Radnor,PA,19087-3698,40.056355,-75.375263,1073,1073
California University of Pennsylvania,California,PA,15419-1394,40.064964,-79.88679,1005,1005
Carlow University,Pittsburgh,PA,15213-3165,40.439293,-79.963448,1005,1005
Carnegie Mellon University,Pittsburgh,PA,15213-3890,40.44357,-79.941993,1506,1506
Cedar Crest College,Allentown,PA,18104-6196,40.586318,-75.519221,1069,1069
Chestnut Hill College,Philadelphia,PA,19118-2693,40.08678,-75.228742,1060,1060
Clarion University of Pennsylvania,Clarion,PA,16214,41.207805,-79.377501,1024,1024
Delaware Valley University,Doylestown,PA,18901-2697,40.298659,-75.158452,1070,1070
Pennsylvania State University-Dickinson Law,Carlisle,PA,17013-2861,40.199443,-77.197794,NULL,1189
Drexel University,Philadelphia,PA,19104,39.955217,-75.190051,1269,1269
Duquesne University,Pittsburgh,PA,15282,40.43589,-79.993123,1221,1221
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,18301-2999,40.99599,-75.173905,1018,1018
Eastern University,Saint Davids,PA,19087-3696,40.050448,-75.370316,1106,1106
Edinboro University of Pennsylvania,Edinboro,PA,16444-0001,41.870717,-80.121318,1029,1029
Elizabethtown College,Elizabethtown,PA,17022-2298,40.149236,-76.593224,1181,1181
Gannon University,Erie,PA,16541-0001,42.128403,-80.087166,1119,1119
Geneva College,Beaver Falls,PA,15010-3599,40.772518,-80.321826,1110,1110
Grove City College,Grove City,PA,16127-2104,41.1558,-80.081481,1212,1212
Gwynedd Mercy University,Gwynedd Valley,PA,19437-0901,40.202804,-75.236601,1021,1021
Haverford College,Haverford,PA,19041-1392,40.007452,-75.305207,1472,1472
Holy Family University,Philadelphia,PA,19114-2009,40.060581,-74.986451,1005,1005
Immaculata University,Immaculata,PA,19345,40.027981,-75.570711,1053,1053
Indiana University of Pennsylvania-Main Campus,Indiana,PA,15705-1098,40.617531,-79.159332,1016,1016
Kutztown University of Pennsylvania,Kutztown,PA,19530-0730,40.513561,-75.783933,1056,1056
La Roche University,Pittsburgh,PA,15237-5898,40.568615,-80.014851,1045,1045
Lafayette College,Easton,PA,18042-1768,40.69956,-75.209786,1363,1363
Lancaster Bible College,Lancaster,PA,17601-5036,40.075347,-76.287761,1070,1070
Lebanon Valley College,Annville,PA,17003-1400,40.330604,-76.514431,1162,1162
Lehigh University,Bethlehem,PA,18015,40.606822,-75.380236,1382,1382
Lincoln University,Lincoln University,PA,19352-0999,39.807723,-75.926458,970,970
Lock Haven University,Lock Haven,PA,17745-2390,41.141517,-77.460108,1004,1004
Lycoming College,Williamsport,PA,17701-5192,41.24666,-77,1105,1105
Manor College,Jenkintown,PA,19046-3399,40.08714,-75.104786,885,885
Mansfield University of Pennsylvania,Mansfield,PA,16933,41.807467,-77.073901,1035,1035
Marywood University,Scranton,PA,18509-1598,41.434587,-75.634142,1033,1033
Messiah College,Mechanicsburg,PA,17055,40.156579,-76.988269,1212,1212
Millersville University of Pennsylvania,Millersville,PA,17551-0302,40.000337,-76.357381,1065,1065
Misericordia University,Dallas,PA,18612-1098,41.345277,-75.971541,1127,1127
Moore College of Art and Design,Philadelphia,PA,19103-1179,39.957078,-75.172105,1140,1140
Moravian College,Bethlehem,PA,18018-6650,40.630947,-75.383638,1121,1121
Mount Aloysius College,Cresson,PA,16630-1999,40.459679,-78.600898,1030,1030
Muhlenberg College,Allentown,PA,18104,40.596416,-75.508502,1270,1270
Neumann University,Aston,PA,19014-1298,39.874876,-75.440022,978,978
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,16563-0001,42.119433,-79.983773,1158,1189
Pennsylvania State University-Penn State Great Valley,Malvern,PA,19355-1488,40.052256,-75.522545,NULL,1189
Pennsylvania State University-College of Medicine,Hershey,PA,17033-2360,40.264245,-76.67408,NULL,1189
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,15068-1765,40.551159,-79.697232,1086,1189
Pennsylvania State University-Penn State Shenango,Sharon,PA,16146-1537,41.235053,-80.508764,1029,1189
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,18627-0217,41.306003,-76.016599,1078,1189
Pennsylvania State University-Penn State Scranton,Dunmore,PA,18512-1602,41.440258,-75.620583,1037,1189
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,18034-8447,40.559208,-75.402507,1105,1189
Pennsylvania State University-Penn State Altoona,Altoona,PA,16601-3777,40.54092,-78.408247,1099,1189
Pennsylvania State University-Penn State Beaver,Monaca,PA,15061-2764,40.678254,-80.296235,1101,1189
Pennsylvania State University-Penn State Berks,Reading,PA,19610-1016,40.357987,-75.972141,1094,1189
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,17057-4846,40.203766,-76.7423,1154,1189
Pennsylvania State University-Penn State Brandywine,Media,PA,19063-5522,39.926381,-75.446983,1083,1189
Pennsylvania State University-Penn State DuBois,DuBois,PA,15801-2549,41.126941,-78.751784,1095,1189
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,15456-1025,39.947217,-79.657769,1037,1189
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,18202-8025,40.983958,-76.031061,1040,1189
Pennsylvania State University-Main Campus,University Park,PA,16802-1503,40.7965,-77.862848,1269,1189
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,15132-7644,40.345582,-79.827447,1074,1189
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,17237-9700,39.842047,-77.542355,1072,1189
Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,40.11683,-75.109083,1097,1189
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,17972-2202,40.640499,-76.166326,1007,1189
Pennsylvania State University-Penn State York,York,PA,17403-3326,39.952327,-76.702835,1161,1189
University of Pennsylvania,Philadelphia,PA,19104-6303,39.950929,-75.19391,1506,1506
Jefferson (Philadelphia University + Thomas Jefferson University),Philadelphia,PA,19144-5497,40.022882,-75.192645,1136,1136
Cairn University-Langhorne,Langhorne,PA,19047-2990,40.165809,-74.909509,1046,1046
University of the Sciences,Philadelphia,PA,19104-4495,39.946412,-75.207001,1227,1227
University of Pittsburgh-Bradford,Bradford,PA,16701,41.943415,-78.673701,1077,1279
University of Pittsburgh-Greensburg,Greensburg,PA,15601-5860,40.276447,-79.532676,1101,1279
University of Pittsburgh-Johnstown,Johnstown,PA,15904,40.265957,-78.834163,1105,1279
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,40.444388,-79.953254,1349,1279
University of Pittsburgh-Titusville,Titusville,PA,16354,41.628697,-79.664156,955,1279
Point Park University,Pittsburgh,PA,15222-1984,40.438768,-80.002061,1091,1091
Reading Hospital School of Health Sciences,Reading,PA,19611,40.32606,-75.950474,989,989
Robert Morris University,Moon Township,PA,15108-1189,40.520415,-80.210468,1127,1127
